ProductKey,StandardCost,FinishedGoodsFlag,Color,Weight,SafetyStockLevel,ReorderPoint,ListPrice,SizeRange,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status,ProductName,SubCategory,Category
577,755.1508,TRUE,Blue,27.13,100,75,1214.85,42-46 CM,46,CM,LB,4,T,728.91,M,U,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",7/1/2003 00:00,,Current,"Touring-2000 Blue, 46",Touring Bikes,Bikes
578,755.1508,TRUE,Blue,27.42,100,75,1214.85,48-52 CM,50,CM,LB,4,T,728.91,M,U,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",7/1/2003 00:00,,Current,"Touring-2000 Blue, 50",Touring Bikes,Bikes
579,755.1508,TRUE,Blue,27.68,100,75,1214.85,54-58 CM,54,CM,LB,4,T,728.91,M,U,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",7/1/2003 00:00,,Current,"Touring-2000 Blue, 54",Touring Bikes,Bikes
297,653.6971,TRUE,Black,2.72,500,375,1226.9091,42-46 CM,42,CM,LB,1,M,736.1455,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2002 00:00,6/30/2003 00:00,,"HL Mountain Frame - Black, 42",Mountain Frames,Components
302,653.6971,TRUE,Black,2.84,500,375,1226.9091,42-46 CM,46,CM,LB,1,M,736.1455,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2002 00:00,6/30/2003 00:00,,"HL Mountain Frame - Black, 46",Mountain Frames,Components
305,653.6971,TRUE,Black,2.68,500,375,1226.9091,38-40 CM,38,CM,LB,2,M,736.1455,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2002 00:00,6/30/2003 00:00,,"HL Mountain Frame - Black, 38",Mountain Frames,Components
289,660.9142,TRUE,Silver,2.72,500,375,1240.4545,42-46 CM,42,CM,LB,1,M,744.2727,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2002 00:00,6/30/2003 00:00,,"HL Mountain Frame - Silver, 42",Mountain Frames,Components
294,660.9142,TRUE,Silver,2.84,500,375,1240.4545,42-46 CM,46,CM,LB,1,M,744.2727,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2002 00:00,6/30/2003 00:00,,"HL Mountain Frame - Silver, 46",Mountain Frames,Components
308,660.9142,TRUE,Silver,2.68,500,375,1240.4545,38-40 CM,38,CM,LB,2,M,744.2727,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2002 00:00,6/30/2003 00:00,,"HL Mountain Frame - Silver, 38",Mountain Frames,Components
238,747.9682,TRUE,Red,2.3,500,375,1263.4598,60-62 CM,62,CM,LB,1,R,758.0759,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2001 00:00,6/30/2002 00:00,,"HL Road Frame - Red, 62",Road Frames,Components
241,747.9682,TRUE,Red,2.12,500,375,1263.4598,42-46 CM,44,CM,LB,1,R,758.0759,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2001 00:00,6/30/2002 00:00,,"HL Road Frame - Red, 44",Road Frames,Components
244,747.9682,TRUE,Red,2.16,500,375,1263.4598,48-52 CM,48,CM,LB,1,R,758.0759,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2001 00:00,6/30/2002 00:00,,"HL Road Frame - Red, 48",Road Frames,Components
247,747.9682,TRUE,Red,2.2,500,375,1263.4598,48-52 CM,52,CM,LB,1,R,758.0759,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2001 00:00,6/30/2002 00:00,,"HL Road Frame - Red, 52",Road Frames,Components
250,747.9682,TRUE,Red,2.24,500,375,1263.4598,54-58 CM,56,CM,LB,1,R,758.0759,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2001 00:00,6/30/2002 00:00,,"HL Road Frame - Red, 56",Road Frames,Components
239,722.2568,TRUE,Red,2.3,500,375,1301.3636,60-62 CM,62,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Red, 62",Road Frames,Components
242,722.2568,TRUE,Red,2.12,500,375,1301.3636,42-46 CM,44,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Red, 44",Road Frames,Components
245,722.2568,TRUE,Red,2.16,500,375,1301.3636,48-52 CM,48,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Red, 48",Road Frames,Components
248,722.2568,TRUE,Red,2.2,500,375,1301.3636,48-52 CM,52,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Red, 52",Road Frames,Components
251,722.2568,TRUE,Red,2.24,500,375,1301.3636,54-58 CM,56,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Red, 56",Road Frames,Components
437,722.2568,TRUE,Black,2.3,500,375,1301.3636,60-62 CM,62,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Black, 62",Road Frames,Components
439,722.2568,TRUE,Black,2.12,500,375,1301.3636,42-46 CM,44,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Black, 44",Road Frames,Components
441,722.2568,TRUE,Black,2.16,500,375,1301.3636,48-52 CM,48,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Black, 48",Road Frames,Components
443,722.2568,TRUE,Black,2.2,500,375,1301.3636,48-52 CM,52,CM,LB,1,R,780.8182,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2002 00:00,6/30/2003 00:00,,"HL Road Frame - Black, 52",Road Frames,Components
298,739.041,TRUE,Black,2.72,500,375,1349.6,42-46 CM,42,CM,LB,1,M,809.76,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2003 00:00,,Current,"HL Mountain Frame - Black, 42",Mountain Frames,Components
299,699.0928,TRUE,Black,2.76,500,375,1349.6,42-46 CM,44,CM,LB,1,M,809.76,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Black, 44",Mountain Frames,Components
300,699.0928,TRUE,Black,2.8,500,375,1349.6,48-52 CM,48,CM,LB,1,M,809.76,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Black, 48",Mountain Frames,Components
303,739.041,TRUE,Black,2.84,500,375,1349.6,42-46 CM,46,CM,LB,1,M,809.76,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2003 00:00,,Current,"HL Mountain Frame - Black, 46",Mountain Frames,Components
306,739.041,TRUE,Black,2.68,500,375,1349.6,38-40 CM,38,CM,LB,2,M,809.76,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2003 00:00,,Current,"HL Mountain Frame - Black, 38",Mountain Frames,Components
290,747.2002,TRUE,Silver,2.72,500,375,1364.5,42-46 CM,42,CM,LB,1,M,818.7,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2003 00:00,,Current,"HL Mountain Frame - Silver, 42",Mountain Frames,Components
291,706.811,TRUE,Silver,2.76,500,375,1364.5,42-46 CM,44,CM,LB,1,M,818.7,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Silver, 44",Mountain Frames,Components
292,706.811,TRUE,Silver,2.8,500,375,1364.5,48-52 CM,48,CM,LB,1,M,818.7,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Silver, 48",Mountain Frames,Components
295,747.2002,TRUE,Silver,2.84,500,375,1364.5,42-46 CM,46,CM,LB,1,M,818.7,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2003 00:00,,Current,"HL Mountain Frame - Silver, 46",Mountain Frames,Components
309,747.2002,TRUE,Silver,2.68,500,375,1364.5,38-40 CM,38,CM,LB,2,M,818.7,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2003 00:00,,Current,"HL Mountain Frame - Silver, 38",Mountain Frames,Components
240,868.6342,TRUE,Red,2.3,500,375,1431.5,60-62 CM,62,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Red, 62",Road Frames,Components
243,868.6342,TRUE,Red,2.12,500,375,1431.5,42-46 CM,44,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Red, 44",Road Frames,Components
246,868.6342,TRUE,Red,2.16,500,375,1431.5,48-52 CM,48,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Red, 48",Road Frames,Components
249,868.6342,TRUE,Red,2.2,500,375,1431.5,48-52 CM,52,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Red, 52",Road Frames,Components
252,868.6342,TRUE,Red,2.24,500,375,1431.5,54-58 CM,56,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Red, 56",Road Frames,Components
438,868.6342,TRUE,Black,2.3,500,375,1431.5,60-62 CM,62,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Black, 62",Road Frames,Components
440,868.6342,TRUE,Black,2.12,500,375,1431.5,42-46 CM,44,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Black, 44",Road Frames,Components
442,868.6342,TRUE,Black,2.16,500,375,1431.5,48-52 CM,48,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Black, 48",Road Frames,Components
444,868.6342,TRUE,Black,2.2,500,375,1431.5,48-52 CM,52,CM,LB,1,R,858.9,H,U,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,7/1/2003 00:00,,Current,"HL Road Frame - Black, 52",Road Frames,Components
315,884.7083,TRUE,Red,17.79,100,75,1457.99,54-58 CM,58,CM,LB,4,R,874.794,M,U,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",7/1/2001 00:00,6/30/2002 00:00,,"Road-450 Red, 58",Road Bikes,Bikes
316,884.7083,TRUE,Red,17.9,100,75,1457.99,60-62 CM,60,CM,LB,4,R,874.794,M,U,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",7/1/2001 00:00,6/30/2002 00:00,,"Road-450 Red, 60",Road Bikes,Bikes
317,884.7083,TRUE,Red,16.77,100,75,1457.99,42-46 CM,44,CM,LB,4,R,874.794,M,U,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",7/1/2001 00:00,6/30/2002 00:00,,"Road-450 Red, 44",Road Bikes,Bikes
318,884.7083,TRUE,Red,17.13,100,75,1457.99,48-52 CM,48,CM,LB,4,R,874.794,M,U,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",7/1/2001 00:00,6/30/2002 00:00,,"Road-450 Red, 48",Road Bikes,Bikes
319,884.7083,TRUE,Red,17.42,100,75,1457.99,48-52 CM,52,CM,LB,4,R,874.794,M,U,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",7/1/2001 00:00,6/30/2002 00:00,,"Road-450 Red, 52",Road Bikes,Bikes
580,1082.51,TRUE,Yellow,15.35,100,75,1700.99,38-40 CM,40,CM,LB,4,R,1020.594,M,W,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",7/1/2003 00:00,,Current,"Road-350-W Yellow, 40",Road Bikes,Bikes
581,1082.51,TRUE,Yellow,15.77,100,75,1700.99,42-46 CM,42,CM,LB,4,R,1020.594,M,W,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",7/1/2003 00:00,,Current,"Road-350-W Yellow, 42",Road Bikes,Bikes
582,1082.51,TRUE,Yellow,16.13,100,75,1700.99,42-46 CM,44,CM,LB,4,R,1020.594,M,W,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",7/1/2003 00:00,,Current,"Road-350-W Yellow, 44",Road Bikes,Bikes
583,1082.51,TRUE,Yellow,16.42,100,75,1700.99,48-52 CM,48,CM,LB,4,R,1020.594,M,W,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",7/1/2003 00:00,,Current,"Road-350-W Yellow, 48",Road Bikes,Bikes
358,1105.81,TRUE,Black,23.35,100,75,2049.0982,38-40 CM,38,CM,LB,4,M,1229.4589,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-200 Black, 38",Mountain Bikes,Bikes
360,1105.81,TRUE,Black,23.77,100,75,2049.0982,42-46 CM,42,CM,LB,4,M,1229.4589,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-200 Black, 42",Mountain Bikes,Bikes
362,1105.81,TRUE,Black,24.13,100,75,2049.0982,42-46 CM,46,CM,LB,4,M,1229.4589,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-200 Black, 46",Mountain Bikes,Bikes
352,1117.8559,TRUE,Silver,23.35,100,75,2071.4196,38-40 CM,38,CM,LB,4,M,1242.8518,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
354,1117.8559,TRUE,Silver,23.77,100,75,2071.4196,42-46 CM,42,CM,LB,4,M,1242.8518,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
356,1117.8559,TRUE,Silver,24.13,100,75,2071.4196,42-46 CM,46,CM,LB,4,M,1242.8518,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
371,1320.6838,TRUE,Red,15.79,100,75,2181.5625,54-58 CM,58,CM,LB,4,R,1308.9375,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Red, 58",Road Bikes,Bikes
373,1320.6838,TRUE,Black,14.77,100,75,2181.5625,42-46 CM,44,CM,LB,4,R,1308.9375,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Black, 44",Road Bikes,Bikes
375,1320.6838,TRUE,Black,15.13,100,75,2181.5625,48-52 CM,48,CM,LB,4,R,1308.9375,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Black, 48",Road Bikes,Bikes
377,1320.6838,TRUE,Black,15.42,100,75,2181.5625,48-52 CM,52,CM,LB,4,R,1308.9375,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Black, 52",Road Bikes,Bikes
379,1320.6838,TRUE,Black,15.68,100,75,2181.5625,54-58 CM,58,CM,LB,4,R,1308.9375,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Black, 58",Road Bikes,Bikes
359,1251.9813,TRUE,Black,23.35,100,75,2294.99,38-40 CM,38,CM,LB,4,M,1376.994,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2003 00:00,,Current,"Mountain-200 Black, 38",Mountain Bikes,Bikes
361,1251.9813,TRUE,Black,23.77,100,75,2294.99,42-46 CM,42,CM,LB,4,M,1376.994,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2003 00:00,,Current,"Mountain-200 Black, 42",Mountain Bikes,Bikes
363,1251.9813,TRUE,Black,24.13,100,75,2294.99,42-46 CM,46,CM,LB,4,M,1376.994,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2003 00:00,,Current,"Mountain-200 Black, 46",Mountain Bikes,Bikes
353,1265.6195,TRUE,Silver,23.35,100,75,2319.99,38-40 CM,38,CM,LB,4,M,1391.994,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2003 00:00,,Current,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
355,1265.6195,TRUE,Silver,23.77,100,75,2319.99,42-46 CM,42,CM,LB,4,M,1391.994,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2003 00:00,,Current,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
357,1265.6195,TRUE,Silver,24.13,100,75,2319.99,42-46 CM,46,CM,LB,4,M,1391.994,H,U,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,7/1/2003 00:00,,Current,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
561,1481.9379,TRUE,Yellow,25.13,100,75,2384.07,42-46 CM,46,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Yellow, 46",Touring Bikes,Bikes
562,1481.9379,TRUE,Yellow,25.42,100,75,2384.07,48-52 CM,50,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Yellow, 50",Touring Bikes,Bikes
563,1481.9379,TRUE,Yellow,25.68,100,75,2384.07,54-58 CM,54,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Yellow, 54",Touring Bikes,Bikes
564,1481.9379,TRUE,Yellow,25.9,100,75,2384.07,60-62 CM,60,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Yellow, 60",Touring Bikes,Bikes
573,1481.9379,TRUE,Blue,25.13,100,75,2384.07,42-46 CM,46,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Blue, 46",Touring Bikes,Bikes
574,1481.9379,TRUE,Blue,25.42,100,75,2384.07,48-52 CM,50,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Blue, 50",Touring Bikes,Bikes
575,1481.9379,TRUE,Blue,25.68,100,75,2384.07,54-58 CM,54,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Blue, 54",Touring Bikes,Bikes
576,1481.9379,TRUE,Blue,25.9,100,75,2384.07,60-62 CM,60,CM,LB,4,T,1430.442,H,U,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,7/1/2003 00:00,,Current,"Touring-1000 Blue, 60",Touring Bikes,Bikes
368,1518.7864,TRUE,Red,14.77,100,75,2443.35,42-46 CM,44,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Red, 44",Road Bikes,Bikes
369,1518.7864,TRUE,Red,15.13,100,75,2443.35,48-52 CM,48,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Red, 48",Road Bikes,Bikes
370,1518.7864,TRUE,Red,15.42,100,75,2443.35,48-52 CM,52,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2002 00:00,6/30/2003 00:00,,"Road-250 Red, 52",Road Bikes,Bikes
372,1554.9479,TRUE,Red,15.79,100,75,2443.35,54-58 CM,58,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2003 00:00,,Current,"Road-250 Red, 58",Road Bikes,Bikes
374,1554.9479,TRUE,Black,14.77,100,75,2443.35,42-46 CM,44,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2003 00:00,,Current,"Road-250 Black, 44",Road Bikes,Bikes
376,1554.9479,TRUE,Black,15.13,100,75,2443.35,48-52 CM,48,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2003 00:00,,Current,"Road-250 Black, 48",Road Bikes,Bikes
